dataset_name,series_description,algorithm,hyperparameters
M37438_train.csv,"A univariate time-series dataset  consists of 146 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 6864.709677419355, maximum value of 9972.0, median value of 8649.516129032258, mean value of 8606.518914295182, and average standard deviation of 0.03223293843276729 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 4 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 4 lags ranges from 0.996544245171154 for the lag number 1 to -0.18059193480410804 for the lag number 4.There are no insignificant lags in between the first and the last significant ones.The series looks to be a additive time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 36,16.The series exhibits a skewness value of 0.24643869048940112 and a kurtosis value of 1.4004890496210463. The Fractal dimension analysis yields a value of -0.26248921435884126, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'colsample_bytree': 1.0, 'gamma': 2.248149123539492, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'random_state': 42, 'reg_lambda': 0.8, 'subsample': 1}"
H182_train.csv,"A univariate time-series dataset  consists of 768 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 60 minutes, minimum value of 22.3, maximum value of 27.7, median value of 24.4, mean value of 24.79749009247028, and average standard deviation of 0.3430489214299473 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.9458857886042823 for the lag number 1 to -0.28552846532599696 for the lag number 10. There exist 2 insignificant lags at these indices 5,9 between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 24.The series exhibits a skewness value of 0.242155999894212 and a kurtosis value of 1.4330544685240347. The Fractal dimension analysis yields a value of -0.03244199248819312, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 250, 'random_state': 42}"
M34550_train.csv,"A univariate time-series dataset  consists of 52 samples with a missing values percentage of 0.0% imputed using FBProphet model and 7.6923076923076925% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 713.1258064516129, maximum value of 8369.09677419355, median value of 2070.432258064516, mean value of 2247.016605157874, and average standard deviation of 0.10215764006631327 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has only 1 significant laf observed using the partial autocorrelation function (pACF) with value 0.12644033291443388.The series looks to be a multiplicative time-series with a logistic trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 13.The series exhibits a skewness value of 2.800242036009231 and a kurtosis value of 11.355547635924257. The Fractal dimension analysis yields a value of -1.145152880395176, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LightgbmRegressor,"{'bagging_freq': 1, 'boosting_type': 'gbdt', 'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'min_gain_to_split': 0.1, 'n_estimators': 200, 'num_leaves': 100, 'random_state': 42, 'reg_alpha': 0.01, 'reg_lambda': 100, 'verbosity': -1}"
D2249_train.csv,"A univariate time-series dataset  consists of 3356 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 3323.5, maximum value of 10859.0, median value of 6661.0, mean value of 6639.113138250224, and average standard deviation of 0.059050040772293824 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.9996709229474785 for the lag number 1 to 0.04886535293163841 for the lag number 6.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a logistic trend. There are 7 seasonality components detected in this series represented as sinusoidal waves with periods 839,479,372,305,223,176,145.The series exhibits a skewness value of 0.41700629314325904 and a kurtosis value of 0.6324252207003265. The Fractal dimension analysis yields a value of -0.5555942518781601, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 0.10506813687792227, 'random_state': 42, 'selection': 'cyclic'}"
W263_train.csv,"A univariate time-series dataset  consists of 220 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 10080 minutes, minimum value of 1403.9, maximum value of 3187.9, median value of 2377.2, mean value of 2341.162211981567, and average standard deviation of 0.10390581745624047 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 2 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 2 lags ranges from 0.9249008795667851 for the lag number 1 to 0.19164358505220827 for the lag number 2.There are no insignificant lags in between the first and the last significant ones.The series looks to be a additive time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 220,73.The series exhibits a skewness value of 0.25782634455769393 and a kurtosis value of 0.699401381622708. The Fractal dimension analysis yields a value of -0.6471572189906845, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.3, 'random_state': 42, 'selection': 'cyclic'}"
D31_train.csv,"A univariate time-series dataset  consists of 804 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 1480.9, maximum value of 9567.9, median value of 2856.5, mean value of 3555.3559193954657, and average standard deviation of 0.03833268519849708 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.9913602182061528 for the lag number 1 to 0.09516502112003744 for the lag number 9. There exist 2 insignificant lags at these indices 4,7 between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 402.The series exhibits a skewness value of 1.1726534847786216 and a kurtosis value of 0.6143332598866174. The Fractal dimension analysis yields a value of -0.5942240796498184, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 9.999999999999999e-06, 'random_state': 42, 'selection': 'random'}"
86.csv,"A univariate time-series dataset  consists of 5760 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 60 minutes, minimum value of -1.266639754802985, maximum value of 0.981179975014744, median value of -0.2143874523569395, mean value of -0.18781160883771858, and average standard deviation of 0.17308625968832023 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.8605452663680501 for the lag number 1 to 0.04219711280119602 for the lag number 9.There are no insignificant lags in between the first and the last significant ones.The series looks to be a additive time-series with a linear trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 169.The series exhibits a skewness value of 0.07032937027224981 and a kurtosis value of 0.7244419274625384. The Fractal dimension analysis yields a value of -0.8005914076876702, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 9.999999999999999e-06, 'random_state': 42, 'selection': 'cyclic'}"
243.csv,"A univariate time-series dataset  consists of 8064 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 30 minutes, minimum value of -1.323626176994272, maximum value of 1.3150490510767503, median value of 0.8352576336312464, mean value of 0.09071320075794898, and average standard deviation of 0.12506665471543565 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9367915912090474 for the lag number 1 to 0.07667463642816538 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a logistic trend. There are 8 seasonality components detected in this series represented as sinusoidal waves with periods 164,107,93,85,78,14,13,3.The series exhibits a skewness value of 0.18120010810200646 and a kurtosis value of 1.9000195170488083. The Fractal dimension analysis yields a value of -0.9637916859070728, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 0.0010250274965966633, 'random_state': 42, 'selection': 'cyclic'}"
H390_train.csv,"A univariate time-series dataset  consists of 768 samples with a missing values percentage of 0.0% imputed using FBProphet model and 3.125% detected outliers. The target series has a sampling rate of 60 minutes, minimum value of 11.0, maximum value of 64.0, median value of 26.0, mean value of 27.01830065359477, and average standard deviation of 0.18289526007112467 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 2 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 2 lags ranges from 0.6046595149753851 for the lag number 1 to -0.23785351224866305 for the lag number 2.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a linear trend. There are 3 seasonality components detected in this series represented as sinusoidal waves with periods 24,12,8.The series exhibits a skewness value of 1.0154415662654888 and a kurtosis value of 1.0677464366862854. The Fractal dimension analysis yields a value of -0.6153288075265259, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ExtraTreesRegressor,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_features': 1, 'min_samples_leaf': 12, 'min_samples_split': 5, 'n_estimators': 512, 'random_state': 42, 'warm_start': True}"
160.csv,"A univariate time-series dataset  consists of 288 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 360 minutes, minimum value of -1.0954677545275506, maximum value of 0.8702085967274675, median value of -0.1596355885526462, mean value of -0.16241257911595086, and average standard deviation of 0.08037819642722537 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.8578203640933704 for the lag number 1 to 0.14208959333610935 for the lag number 8. There exist 2 insignificant lags at these indices 6,7 between the first and the last significant ones. The series looks to be a additive time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 144,72.The series exhibits a skewness value of 0.008108135623934573 and a kurtosis value of 1.0098203231312923. The Fractal dimension analysis yields a value of -0.9342971421121513, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",SVR,"{'C': 5, 'epsilon': 0.01, 'kernel': 'rbf'}"
D138_train.csv,"A univariate time-series dataset  consists of 206 samples with a missing values percentage of 0.0% imputed using FBProphet model and 8.25242718446602% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 750.0, maximum value of 3000.0, median value of 1500.0, mean value of 1625.4901960784314, and average standard deviation of 0.11924729621778932 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has only 1 significant laf observed using the partial autocorrelation function (pACF) with value 0.9795278581343962.The series looks to be a multiplicative time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 206,68.The series exhibits a skewness value of 0.9341688170988668 and a kurtosis value of 0.284080665836957. The Fractal dimension analysis yields a value of -0.06723616815792989, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 0.003623413757517959, 'random_state': 42, 'selection': 'cyclic'}"
36.csv,"A univariate time-series dataset  consists of 6912 samples with a missing values percentage of 0.014467592592592591% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 10 minutes, minimum value of -1.2600406627704528, maximum value of 1.271029639964675, median value of 0.4397728395816808, mean value of 0.32842241699231317, and average standard deviation of 0.1815807426433126 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.8829002813705554 for the lag number 1 to 0.06379628623319353 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a linear trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 987.The series exhibits a skewness value of 0.6173141816153543 and a kurtosis value of 0.6182907105710864. The Fractal dimension analysis yields a value of -0.9517219001399502, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.3, 'random_state': 42, 'selection': 'cyclic'}"
D1964_train.csv,"A univariate time-series dataset  consists of 386 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.5181347150259068% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 1670.0, maximum value of 2030.0, median value of 1852.5, mean value of 1858.8376963350786, and average standard deviation of 0.12603045477755528 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 2 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 2 lags ranges from 0.9442249470389145 for the lag number 1 to 0.16016597307813357 for the lag number 3. There exist 1 insignificant lags at these indices 2 between the first and the last significant ones. The series looks to be a additive time-series with a linear trend. There are 4 seasonality components detected in this series represented as sinusoidal waves with periods 96,64,48,38.The series exhibits a skewness value of 0.052068166596444025 and a kurtosis value of 0.05772820292082814. The Fractal dimension analysis yields a value of -0.5223032836449902, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.5333333333333333, 'random_state': 42, 'selection': 'cyclic'}"
171.csv,"A univariate time-series dataset  consists of 3456 samples with a missing values percentage of 0.057870370370370364% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 30 minutes, minimum value of -1.2724287289598766, maximum value of 0.994565711119762, median value of -0.1871529060154041, mean value of -0.19021192600269285, and average standard deviation of 0.07455482682090556 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.8855057412024135 for the lag number 1 to 0.09796690367971972 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a logistic trend. There are 7 seasonality components detected in this series represented as sinusoidal waves with periods 88,76,69,61,56,51,47.The series exhibits a skewness value of 0.006904215601820772 and a kurtosis value of 1.050702349860217. The Fractal dimension analysis yields a value of -0.9657549773101959, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 2.3205358143762008e-05, 'random_state': 42, 'selection': 'random'}"
H213_train.csv,"A univariate time-series dataset  consists of 768 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 60 minutes, minimum value of 10.3, maximum value of 22.8, median value of 16.5, mean value of 16.629986789960366, and average standard deviation of 0.2780589329888966 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.962438502052392 for the lag number 1 to 0.24591969595427987 for the lag number 10. There exist 2 insignificant lags at these indices 5,9 between the first and the last significant ones. The series looks to be a multiplicative time-series with a logistic trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 24.The series exhibits a skewness value of 0.042709808589058894 and a kurtosis value of 1.429087549459321. The Fractal dimension analysis yields a value of -0.034057301939870145, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LightgbmRegressor,"{'bagging_freq': 1, 'boosting_type': 'gbdt', 'colsample_bytree': 1.0, 'learning_rate': 0.5, 'max_depth': 3, 'min_gain_to_split': 0.1, 'n_estimators': 150, 'num_leaves': 100, 'random_state': 42, 'reg_alpha': 0.01, 'reg_lambda': 0.01, 'verbosity': -1}"
M5988_train.csv,"A univariate time-series dataset  consists of 212 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 891.09125, maximum value of 6239.6804, median value of 3214.5550478494624, mean value of 3257.0857747529735, and average standard deviation of 0.07618549651280995 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.971395137978898 for the lag number 1 to 0.2454291606547026 for the lag number 9. There exist 4 insignificant lags at these indices 2,4,6,8 between the first and the last significant ones. The series looks to be a additive time-series with a logistic trend. There are 4 seasonality components detected in this series represented as sinusoidal waves with periods 70,42,30,5.The series exhibits a skewness value of 0.17013169554365723 and a kurtosis value of 0.6471611614953696. The Fractal dimension analysis yields a value of -0.6598683533474202, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 2.0, 'random_state': 42, 'selection': 'cyclic'}"
M3832_train.csv,"A univariate time-series dataset  consists of 339 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 5570.0645292, maximum value of 11213.504907451612, median value of 8266.08713158172, mean value of 8296.636528133142, and average standard deviation of 0.03278602238103133 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 4 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 4 lags ranges from 0.9999483663978874 for the lag number 1 to -0.17137844453028783 for the lag number 4.There are no insignificant lags in between the first and the last significant ones.The series looks to be a additive time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 113,67.The series exhibits a skewness value of 0.053296183393151314 and a kurtosis value of 1.1360674748033557. The Fractal dimension analysis yields a value of -0.6231764830296005, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 0.5657799882610194, 'random_state': 42, 'selection': 'cyclic'}"
M34849_train.csv,"A univariate time-series dataset  consists of 136 samples with a missing values percentage of 0.0% imputed using FBProphet model and 4.411764705882353% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 2299.3570967741935, maximum value of 8216.63870967742, median value of 3899.5390322580643, mean value of 4126.611953755918, and average standard deviation of 0.1800075560310735 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 2 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 2 lags ranges from 0.7932604335798344 for the lag number 1 to -0.27184941678028174 for the lag number 2.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a linear trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 22,12.The series exhibits a skewness value of 0.9885442401691762 and a kurtosis value of 0.6115947498477401. The Fractal dimension analysis yields a value of -0.437443702039555, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",GaussianProcessRegressor,"{'alpha': 0.0001, 'kernel': DotProduct(sigma_0=0.1), 'random_state': 42}"
W231_train.csv,"A univariate time-series dataset  consists of 1281 samples with a missing values percentage of 0.0% imputed using FBProphet model and 3.0444964871194378% detected outliers. The target series has a sampling rate of 10080 minutes, minimum value of 494.9, maximum value of 4714.8, median value of 1323.25, mean value of 1505.5305337519621, and average standard deviation of 0.12732979989644433 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 5 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 5 lags ranges from 0.9786665060413315 for the lag number 1 to -0.2892086470543682 for the lag number 6. There exist 1 insignificant lags at these indices 4 between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 51,26.The series exhibits a skewness value of 1.5990571238596771 and a kurtosis value of 3.403216082598911. The Fractal dimension analysis yields a value of -0.3869276685555503, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
M21621_train.csv,"A univariate time-series dataset  consists of 553 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 3929.3, maximum value of 12756.548387096775, median value of 9976.274193548386, mean value of 8964.80275800891, and average standard deviation of 0.06220370408538052 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using second order differencing. The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9875605887299336 for the lag number 1 to 0.7082848732596903 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a logistic trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 11,5.The series exhibits a skewness value of 0.7056091873404718 and a kurtosis value of 0.9246553603397709. The Fractal dimension analysis yields a value of -0.33113972606076725, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
96.csv,"A univariate time-series dataset  consists of 24192 samples with a missing values percentage of 0.01240079365079365% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 10 minutes, minimum value of -1.335180724858053, maximum value of 1.3446852970967085, median value of 0.0422276543120096, mean value of 0.029889781261175256, and average standard deviation of 0.18723737766294396 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.9045391077795929 for the lag number 1 to 0.06321991780026522 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a linear trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 8064,1008.The series exhibits a skewness value of 0.028799857291555084 and a kurtosis value of 0.8499994113820706. The Fractal dimension analysis yields a value of -0.937684399579632, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ExtraTreesRegressor,"{'bootstrap': True, 'criterion': 'friedman_mse', 'max_features': 0.2, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 512, 'random_state': 42, 'warm_start': True}"
D2496_train.csv,"A univariate time-series dataset  consists of 3357 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 1168.1, maximum value of 12056.5, median value of 6691.9, mean value of 6302.3528217378325, and average standard deviation of 0.0666497190435248 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 4 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 4 lags ranges from 0.9995040823218255 for the lag number 1 to 0.039721642542616745 for the lag number 7. There exist 3 insignificant lags at these indices 2,4,5 between the first and the last significant ones. The series looks to be a multiplicative time-series with a logistic trend. There are 6 seasonality components detected in this series represented as sinusoidal waves with periods 839,559,419,305,223,197.The series exhibits a skewness value of 0.09395938071028438 and a kurtosis value of 1.331827285840866. The Fractal dimension analysis yields a value of -0.48717635407109305, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",ElasticNetRegressor,"{'l1_ratio': 0.7666666666666666, 'random_state': 42, 'selection': 'random'}"
241.csv,"A univariate time-series dataset  consists of 42048 samples with a missing values percentage of 0.016647640791476407% imputed using FBProphet model and 0.002378234398782344% detected outliers. The target series has a sampling rate of 10 minutes, minimum value of -1.3582898597828388, maximum value of 1.3817540209386645, median value of 0.0, mean value of -0.24027496872331333, and average standard deviation of 0.09417465927441365 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has 10 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 10 lags ranges from 0.8890894003518134 for the lag number 1 to 0.0974256583334719 for the lag number 10.There are no insignificant lags in between the first and the last significant ones.The series looks to be a multiplicative time-series with a logistic trend. There are 27 seasonality components detected in this series represented as sinusoidal waves with periods 200,46,46,45,33,24,7,6,6,6,5,5,5,5,5,5,3,3,2,2,2,2,2,2,2,2,2.The series exhibits a skewness value of 0.01249190530353034 and a kurtosis value of 0.3319474163512268. The Fractal dimension analysis yields a value of -0.9602945062773705, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",AdaboostRegressor,"{'estimator': DecisionTreeRegressor(max_depth=5), 'learning_rate': 0.01, 'loss': 'exponential', 'n_estimators': 10, 'random_state': 42}"
M25657_train.csv,"A univariate time-series dataset  consists of 230 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 44640 minutes, minimum value of 500.0, maximum value of 2700.0, median value of 1441.9354838709678, mean value of 1430.6883043443452, and average standard deviation of 0.19795972265673664 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 8 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 8 lags ranges from 0.6891615923150035 for the lag number 1 to 0.14359834050031708 for the lag number 10. There exist 2 insignificant lags at these indices 3,8 between the first and the last significant ones. The series looks to be a additive time-series with a linear trend. There are 1 seasonality components detected in this series represented as sinusoidal waves with periods 12.The series exhibits a skewness value of 0.008184933713246093 and a kurtosis value of 0.8025195840225279. The Fractal dimension analysis yields a value of -0.4993554847427226, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",XGBoostRegressor,"{'colsample_bytree': 0.5, 'gamma': 0.9, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'random_state': 42, 'reg_lambda': 0.8, 'subsample': 1}"
D3085_train.csv,"A univariate time-series dataset  consists of 3357 samples with a missing values percentage of 0.0% imputed using FBProphet model and 0.0% detected outliers. The target series has a sampling rate of 1440 minutes, minimum value of 1751.6, maximum value of 12737.8, median value of 4813.1, mean value of 5372.956244411327, and average standard deviation of 0.05438862369364754 for the 10 percentiles. The series is detected as non-stationary using dickey fuller testand it turns into a stationary series using first order differencing. The series has only 1 significant laf observed using the partial autocorrelation function (pACF) with value 1.0003226646275514.The series looks to be a multiplicative time-series with a logistic trend. There are 8 seasonality components detected in this series represented as sinusoidal waves with periods 839,559,373,305,197,167,152,98.The series exhibits a skewness value of 0.5080067032357576 and a kurtosis value of 1.0076188096182837. The Fractal dimension analysis yields a value of -0.46707503420036733, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",LassoRegressor,"{'alpha': 9.999999999999999e-06, 'random_state': 42, 'selection': 'cyclic'}"
H359_train.csv,"A univariate time-series dataset  consists of 768 samples with a missing values percentage of 0.0% imputed using FBProphet model and 5.729166666666666% detected outliers. The target series has a sampling rate of 60 minutes, minimum value of 11.0, maximum value of 216.0, median value of 47.0, mean value of 53.577836411609496, and average standard deviation of 0.17536248588615258 for the 10 percentiles. The series is detected as stationary using dickey fuller test.The series has 6 significant lags observed using the partial autocorrelation function (pACF), the pACF values for these 6 lags ranges from 0.7845955173547735 for the lag number 1 to -0.07317355899852178 for the lag number 9. There exist 4 insignificant lags at these indices 3,5,7,8 between the first and the last significant ones. The series looks to be a multiplicative time-series with a linear trend. There are 2 seasonality components detected in this series represented as sinusoidal waves with periods 24,12.The series exhibits a skewness value of 1.7101233160802973 and a kurtosis value of 3.2652913582068543. The Fractal dimension analysis yields a value of -0.3789264932247855, indicating a Complex and irregular time-series structure. The dataset is converted into a simple regression task by extracting the previously described features.",RandomForestRegressor,"{'max_depth': 20, 'n_estimators': 400, 'random_state': 42}"
